(34,1,1)
(34,2,3)
(34,3,4)
(34,4,4)
(34,5,5)
(35,1,1)
(35,2,5)
(35,3,3)
(35,4,4)
(35,5,2)
(36,1,3)
(36,2,4)
(36,3,5)
(36,4,3)
(36,5,1)
(37,1,1)
(37,2,4)
(37,3,4)
(37,4,4)
(37,5,2)
(38,1,5)
(38,2,3)
(38,3,5)
(38,4,1)
(38,5,2)
(39,1,4)
(39,2,5)
(39,3,4)
(39,4,2)
(39,5,1)
(40,1,5)
(40,2,4)
(40,3,2)
(40,4,2)
(40,5,2)
(41,1,5)
(41,2,5)
(41,3,3)
(41,4,3)
(41,5,2)
(42,1,4)
(42,2,4)
(42,3,3)
(42,4,3)
(42,5,3)
(43,1,2)
(43,2,4)
(43,3,5)
(43,4,5)
(43,5,4)
(44,1,2)
(44,2,4)
(44,3,1)
(44,4,1)
(44,5,1)
(45,1,1)
(45,2,3)
(45,3,1)
(45,4,5)
(45,5,4)
(46,1,5)
(46,2,3)
(46,3,4)
(46,4,5)
(46,5,3)
(47,1,2)
(47,2,5)
(47,3,1)
(47,4,2)
(47,5,5)
(48,1,2)
(48,2,2)
(48,3,1)
(48,4,5)
(48,5,1)
(49,1,2)
(49,2,5)
(49,3,3)
(49,4,4)
(49,5,3)
(50,1,4)
(50,2,1)
(50,3,3)
(50,4,1)
(50,5,5)
(51,1,2)
(51,2,5)
(51,3,2)
(51,4,3)
(51,5,5)
(52,1,1)
(52,2,1)
(52,3,1)
(52,4,4)
(52,5,3)
(53,1,1)
(53,2,4)
(53,3,4)
(53,4,1)
(53,5,1)
(54,1,1)
(54,2,4)
(54,3,1)
(54,4,2)
(54,5,2)
(55,1,1)
(55,2,5)
(55,3,4)
(55,4,4)
(55,5,4)
(56,1,3)
(56,2,2)
(56,3,4)
(56,4,1)
(56,5,1)
(57,1,1)
(57,2,5)
(57,3,5)
(57,4,1)
(57,5,3)
(58,1,4)
(58,2,2)
(58,3,4)
(58,4,3)
(58,5,3)
(59,1,2)
(59,2,4)
(59,3,5)
(59,4,4)
(59,5,3)
(60,1,5)
(60,2,2)
(60,3,3)
(60,4,5)
(60,5,2)
(61,1,2)
(61,2,5)
(61,3,1)
(61,4,2)
(61,5,3)
(62,1,2)
(62,2,4)
(62,3,4)
(62,4,3)
(62,5,4)
(63,1,4)
(63,2,2)
(63,3,4)
(63,4,1)
(63,5,3)
(64,1,5)
(64,2,5)
(64,3,3)
(64,4,2)
(64,5,4)
(65,1,5)
(65,2,3)
(65,3,5)
(65,4,1)
(65,5,1)
(66,1,2)
(66,2,2)
(66,3,3)
(66,4,2)
(66,5,4)
(67,1,1)
(67,2,3)
(67,3,2)
(67,4,2)
(67,5,1)
(68,1,3)
(68,2,2)
(68,3,1)
(68,4,1)
(68,5,2)
(69,1,3)
(69,2,5)
(69,3,1)
(69,4,5)
(69,5,1)
(70,1,5)
(70,2,5)
(70,3,5)
(70,4,1)
(70,5,3)
(71,1,3)
(71,2,1)
(71,3,3)
(71,4,4)
(71,5,2)
(72,1,3)
(72,2,5)
(72,3,3)
(72,4,4)
(72,5,3)
(73,1,1)
(73,2,2)
(73,3,5)
(73,4,2)
(73,5,1)
(74,1,3)
(74,2,2)
(74,3,4)
(74,4,3)
(74,5,5)
(75,1,5)
(75,2,1)
(75,3,1)
(75,4,5)
(75,5,4)
(76,1,1)
(76,2,5)
(76,3,3)
(76,4,3)
(76,5,4)
(77,1,4)
(77,2,5)
(77,3,2)
(77,4,1)
(77,5,4)
(78,1,2)
(78,2,5)
(78,3,2)
(78,4,5)
(78,5,1)
(79,1,1)
(79,2,5)
(79,3,1)
(79,4,4)
(79,5,4)
(80,1,3)
(80,2,2)
(80,3,5)
(80,4,2)
(80,5,3)
(81,1,1)
(81,2,2)
(81,3,2)
(81,4,5)
(81,5,2)
(82,1,2)
(82,2,3)
(82,3,4)
(82,4,1)
(82,5,5)
(83,1,1)
(83,2,3)
(83,3,1)
(83,4,4)
(83,5,4)
(84,1,2)
(84,2,4)
(84,3,3)
(84,4,5)
(84,5,3)
(85,1,5)
(85,2,3)
(85,3,2)
(85,4,3)
(85,5,2)
(86,1,5)
(86,2,3)
(86,3,2)
(86,4,3)
(86,5,4)
(87,1,3)
(87,2,1)
(87,3,5)
(87,4,3)
(87,5,2)
(88,1,2)
(88,2,2)
(88,3,3)
(88,4,3)
(88,5,4)
(89,1,1)
(89,2,5)
(89,3,4)
(89,4,1)
(89,5,5)
(90,1,1)
(90,2,4)
(90,3,3)
(90,4,1)
(90,5,1)
(91,1,4)
(91,2,4)
(91,3,3)
(91,4,1)
(91,5,3)
(92,1,1)
(92,2,4)
(92,3,3)
(92,4,2)
(92,5,5)
(93,1,4)
(93,2,5)
(93,3,1)
(93,4,1)
(93,5,4)
(94,1,4)
(94,2,4)
(94,3,3)
(94,4,3)
(94,5,4)
(95,1,5)
(95,2,4)
(95,3,3)
(95,4,2)
(95,5,4)
(96,1,2)
(96,2,3)
(96,3,5)
(96,4,5)
(96,5,5)
(97,1,5)
(97,2,5)
(97,3,1)
(97,4,1)
(97,5,1)
(98,1,2)
(98,2,1)
(98,3,3)
(98,4,2)
(98,5,3)
(99,1,5)
(99,2,2)
(99,3,2)
(99,4,5)
(99,5,2)
(100,1,1)
(100,2,3)
(100,3,5)
(100,4,2)
(100,5,4)
(101,1,4)
(101,2,3)
(101,3,3)
(101,4,5)
(101,5,1)
(102,1,2)
(102,2,3)
(102,3,3)
(102,4,5)
(102,5,3)
(103,1,3)
(103,2,4)
(103,3,3)
(103,4,5)
(103,5,3)
(104,1,3)
(104,2,3)
(104,3,2)
(104,4,1)
(104,5,1)
(105,1,5)
(105,2,2)
(105,3,5)
(105,4,4)
(105,5,5)
(106,1,5)
(106,2,1)
(106,3,2)
(106,4,5)
(106,5,4)
(107,1,5)
(107,2,3)
(107,3,1)
(107,4,4)
(107,5,2)
(108,1,3)
(108,2,4)
(108,3,4)
(108,4,3)
(108,5,3)
(109,1,2)
(109,2,3)
(109,3,1)
(109,4,4)
(109,5,5)
(110,1,1)
(110,2,1)
(110,3,5)
(110,4,2)
(110,5,1)
(111,1,5)
(111,2,1)
(111,3,5)
(111,4,1)
(111,5,2)
(112,1,3)
(112,2,3)
(112,3,4)
(112,4,4)
(112,5,3)
(113,1,1)
(113,2,4)
(113,3,2)
(113,4,4)
(113,5,5)
(114,1,1)
(114,2,5)
(114,3,1)
(114,4,5)
(114,5,5)
(115,1,1)
(115,2,3)
(115,3,5)
(115,4,2)
(115,5,5)
(116,1,4)
(116,2,4)
(116,3,4)
(116,4,1)
(116,5,2)
(117,1,4)
(117,2,3)
(117,3,5)
(117,4,4)
(117,5,3)
(118,1,2)
(118,2,2)
(118,3,5)
(118,4,3)
(118,5,5)
(119,1,1)
(119,2,5)
(119,3,1)
(119,4,5)
(119,5,5)
(120,1,3)
(120,2,1)
(120,3,1)
(120,4,4)
(120,5,5)
(121,1,1)
(121,2,4)
(121,3,5)
(121,4,2)
(121,5,4)
(122,1,2)
(122,2,2)
(122,3,4)
(122,4,4)
(122,5,2)
(123,1,3)
(123,2,3)
(123,3,1)
(123,4,1)
(123,5,3)
(124,1,2)
(124,2,2)
(124,3,2)
(124,4,1)
(124,5,2)
(125,1,4)
(125,2,2)
(125,3,4)
(125,4,3)
(125,5,3)
(126,1,1)
(126,2,1)
(126,3,4)
(126,4,2)
(126,5,3)
(127,1,5)
(127,2,4)
(127,3,4)
(127,4,5)
(127,5,4)
(128,1,4)
(128,2,5)
(128,3,1)
(128,4,2)
(128,5,5)
(129,1,4)
(129,2,3)
(129,3,4)
(129,4,3)
(129,5,2)
(130,1,2)
(130,2,2)
(130,3,1)
(130,4,3)
(130,5,2)
(131,1,5)
(131,2,3)
(131,3,5)
(131,4,3)
(131,5,3)
(132,1,5)
(132,2,5)
(132,3,3)
(132,4,5)
(132,5,4)
(133,1,3)
(133,2,5)
(133,3,5)
(133,4,5)
(133,5,4)
(134,1,2)
(134,2,3)
(134,3,5)
(134,4,1)
(134,5,1)
(135,1,3)
(135,2,3)
(135,3,1)
(135,4,4)
(135,5,5)
(136,1,1)
(136,2,3)
(136,3,2)
(136,4,5)
(136,5,4)
(137,1,2)
(137,2,1)
(137,3,3)
(137,4,5)
(137,5,5)
(138,1,5)
(138,2,2)
(138,3,3)
(138,4,5)
(138,5,1)
(139,1,5)
(139,2,5)
(139,3,2)
(139,4,1)
(139,5,3)
(140,1,5)
(140,2,3)
(140,3,3)
(140,4,3)
(140,5,1)
(141,1,1)
(141,2,5)
(141,3,4)
(141,4,2)
(141,5,5)
(142,1,1)
(142,2,3)
(142,3,4)
(142,4,2)
(142,5,3)
(143,1,3)
(143,2,5)
(143,3,4)
(143,4,1)
(143,5,2)
(144,1,2)
(144,2,5)
(144,3,3)
(144,4,2)
(144,5,3)
(145,1,3)
(145,2,5)
(145,3,5)
(145,4,5)
(145,5,4)
(146,1,4)
(146,2,5)
(146,3,1)
(146,4,2)
(146,5,1)
(147,1,5)
(147,2,3)
(147,3,2)
(147,4,2)
(147,5,3)
(148,1,2)
(148,2,1)
(148,3,1)
(148,4,1)
(148,5,3)
(149,1,1)
(149,2,3)
(149,3,5)
(149,4,2)
(149,5,1)
(150,1,3)
(150,2,5)
(150,3,2)
(150,4,1)
(150,5,1)
(151,1,1)
(151,2,4)
(151,3,3)
(151,4,4)
(151,5,4)
(152,1,3)
(152,2,4)
(152,3,5)
(152,4,4)
(152,5,5)
(153,1,3)
(153,2,1)
(153,3,1)
(153,4,4)
(153,5,2)
(154,1,4)
(154,2,4)
(154,3,3)
(154,4,4)
(154,5,3)
(155,1,3)
(155,2,3)
(155,3,5)
(155,4,2)
(155,5,1)
(156,1,2)
(156,2,4)
(156,3,5)
(156,4,5)
(156,5,2)
(157,1,4)
(157,2,3)
(157,3,3)
(157,4,3)
(157,5,3)
(158,1,4)
(158,2,4)
(158,3,2)
(158,4,1)
(158,5,5)
(159,1,2)
(159,2,4)
(159,3,1)
(159,4,1)
(159,5,5)
(160,1,5)
(160,2,5)
(160,3,5)
(160,4,1)
(160,5,3)
(161,1,5)
(161,2,3)
(161,3,5)
(161,4,1)
(161,5,5)
(162,1,5)
(162,2,3)
(162,3,3)
(162,4,2)
(162,5,4)
(163,1,1)
(163,2,2)
(163,3,5)
(163,4,3)
(163,5,3)
(164,1,3)
(164,2,2)
(164,3,5)
(164,4,5)
(164,5,3)
(165,1,5)
(165,2,3)
(165,3,3)
(165,4,2)
(165,5,1)
(166,1,5)
(166,2,4)
(166,3,3)
(166,4,5)
(166,5,3)
(167,1,3)
(167,2,2)
(167,3,3)
(167,4,1)
(167,5,1)
(168,1,4)
(168,2,4)
(168,3,2)
(168,4,3)
(168,5,4)
(169,1,3)
(169,2,1)
(169,3,1)
(169,4,1)
(169,5,3)
(170,1,3)
(170,2,1)
(170,3,4)
(170,4,1)
(170,5,1)
(171,1,5)
(171,2,5)
(171,3,1)
(171,4,3)
(171,5,5)
(172,1,2)
(172,2,5)
(172,3,5)
(172,4,4)
(172,5,1)
(173,1,2)
(173,2,5)
(173,3,4)
(173,4,2)
(173,5,4)
(174,1,2)
(174,2,3)
(174,3,5)
(174,4,5)
(174,5,2)
(175,1,4)
(175,2,2)
(175,3,5)
(175,4,1)
(175,5,2)
(176,1,5)
(176,2,1)
(176,3,3)
(176,4,5)
(176,5,4)
(177,1,1)
(177,2,3)
(177,3,2)
(177,4,3)
(177,5,3)
(178,1,1)
(178,2,5)
(178,3,4)
(178,4,1)
(178,5,3)
(179,1,5)
(179,2,4)
(179,3,4)
(179,4,3)
(179,5,2)
(180,1,3)
(180,2,2)
(180,3,2)
(180,4,5)
(180,5,5)
(181,1,4)
(181,2,5)
(181,3,1)
(181,4,3)
(181,5,4)
(182,1,5)
(182,2,4)
(182,3,2)
(182,4,4)
(182,5,5)
(183,1,4)
(183,2,1)
(183,3,5)
(183,4,1)
(183,5,3)
(184,1,1)
(184,2,2)
(184,3,5)
(184,4,2)
(184,5,5)
(185,1,4)
(185,2,2)
(185,3,2)
(185,4,2)
(185,5,4)
(186,1,1)
(186,2,4)
(186,3,4)
(186,4,4)
(186,5,5)
(187,1,2)
(187,2,2)
(187,3,5)
(187,4,5)
(187,5,3)
(188,1,1)
(188,2,3)
(188,3,1)
(188,4,3)
(188,5,2)
(189,1,2)
(189,2,4)
(189,3,3)
(189,4,4)
(189,5,2)
(190,1,4)
(190,2,1)
(190,3,5)
(190,4,4)
(190,5,5)
(191,1,1)
(191,2,5)
(191,3,3)
(191,4,4)
(191,5,2)
(192,1,1)
(192,2,5)
(192,3,1)
(192,4,2)
(192,5,4)
(193,1,5)
(193,2,3)
(193,3,5)
(193,4,2)
(193,5,2)
(194,1,4)
(194,2,1)
(194,3,4)
(194,4,3)
(194,5,5)
(195,1,2)
(195,2,2)
(195,3,5)
(195,4,4)
(195,5,3)
(196,1,1)
(196,2,4)
(196,3,4)
(196,4,1)
(196,5,1)
(197,1,5)
(197,2,3)
(197,3,1)
(197,4,1)
(197,5,1)
(198,1,5)
(198,2,3)
(198,3,3)
(198,4,3)
(198,5,1)
(199,1,5)
(199,2,2)
(199,3,2)
(199,4,3)
(199,5,3)
(200,1,2)
(200,2,4)
(200,3,5)
(200,4,4)
(200,5,2)
(201,1,2)
(201,2,3)
(201,3,1)
(201,4,5)
(201,5,4)
(202,1,2)
(202,2,3)
(202,3,1)
(202,4,5)
(202,5,3)
(203,1,3)
(203,2,3)
(203,3,4)
(203,4,2)
(203,5,1)
(1,1,3)
(1,2,1)
(1,3,4)
(1,1,1)
(1,2,5)
(1,3,4)
(1,4,5)
(1,5,3)
(2,1,2)
(2,2,2)
(2,3,4)
(2,4,5)
(2,5,2)
(3,1,4)
(3,2,1)
(3,3,3)
(3,4,3)
(3,5,4)
(4,1,2)
(4,2,1)
(4,3,3)
(4,4,4)
(4,5,1)
(5,1,3)
(5,2,4)
(5,3,5)
(5,4,2)
(5,5,3)
(6,1,5)
(6,2,4)
(6,3,2)
(6,4,4)
(6,5,2)
(7,1,2)
(7,2,1)
(7,3,2)
(7,4,3)
(7,5,2)
(8,1,2)
(8,2,2)
(8,3,5)
(8,4,5)
(8,5,2)
(9,1,3)
(9,2,3)
(9,3,3)
(9,4,2)
(9,5,5)
(10,1,1)
(10,2,5)
(10,3,1)
(10,4,2)
(10,5,4)
(11,1,4)
(11,2,1)
(11,3,5)
(11,4,3)
(11,5,2)
(12,1,3)
(12,2,5)
(12,3,5)
(12,4,3)
(12,5,3)
(13,1,2)
(13,2,1)
(13,3,4)
(13,4,1)
(13,5,2)
(14,1,2)
(14,2,5)
(14,3,1)
(14,4,5)
(14,5,2)
(15,1,2)
(15,2,3)
(15,3,4)
(15,4,2)
(15,5,2)
(16,1,5)
(16,2,3)
(16,3,2)
(16,4,5)
(16,5,5)
(17,1,1)
(17,2,1)
(17,3,4)
(17,4,5)
(17,5,1)
(18,1,1)
(18,2,3)
(18,3,4)
(18,4,3)
(18,5,1)
(19,1,4)
(19,2,5)
(19,3,5)
(19,4,1)
(19,5,2)
(20,1,2)
(20,2,3)
(20,3,4)
(20,4,2)
(20,5,4)
(21,1,4)
(21,2,4)
(21,3,2)
(21,4,1)
(21,5,4)
(22,1,5)
(22,2,1)
(22,3,1)
(22,4,5)
(22,5,3)
(23,1,5)
(23,2,5)
(23,3,1)
(23,4,2)
(23,5,1)
(24,1,4)
(24,2,4)
(24,3,3)
(24,4,1)
(24,5,5)
(25,1,3)
(25,2,2)
(25,3,1)
(25,4,4)
(25,5,3)
(26,1,4)
(26,2,1)
(26,3,2)
(26,4,1)
(26,5,5)
(27,1,2)
(27,2,2)
(27,3,1)
(27,4,5)
(27,5,3)
(28,1,3)
(28,2,5)
(28,3,4)
(28,4,4)
(28,5,1)
(29,1,3)
(29,2,5)
(29,3,3)
(29,4,5)
(29,5,5)
(30,1,5)
(30,2,2)
(30,3,1)
(30,4,3)
(30,5,1)
(31,1,3)
(31,2,5)
(31,3,2)
(31,4,2)
(31,5,3)
(32,1,5)
(32,2,5)
(32,3,3)
(32,4,2)
(32,5,5)
(33,1,4)
(33,2,4)
(33,3,5)
(33,4,3)
(33,5,4)
(34,1,3)
(34,2,5)
(34,3,2)
(34,4,4)
(34,5,5)
(35,1,3)
(35,2,3)
(35,3,2)
(35,4,2)
(35,5,1)
(36,1,2)
(36,2,2)
(36,3,2)
(36,4,5)
(36,5,3)
(37,1,3)
(37,2,4)
(37,3,1)
(37,4,4)
(37,5,2)
(38,1,2)
(38,2,3)
(38,3,5)
(38,4,1)
(38,5,4)
(39,1,5)
(39,2,1)
(39,3,2)
(39,4,3)
(39,5,5)
(40,1,3)
(40,2,2)
(40,3,3)
(40,4,3)
(40,5,3)
(41,1,1)
(41,2,4)
(41,3,3)
(41,4,2)
(41,5,1)
(42,1,2)
(42,2,2)
(42,3,2)
(42,4,5)
(42,5,2)
(43,1,1)
(43,2,2)
(43,3,4)
(43,4,1)
(43,5,5)
(44,1,2)
(44,2,2)
(44,3,2)
(44,4,4)
(44,5,1)
(45,1,5)
(45,2,1)
(45,3,2)
(45,4,4)
(45,5,1)
(46,1,3)
(46,2,4)
(46,3,5)
(46,4,4)
(46,5,4)
(47,1,3)
(47,2,2)
(47,3,3)
(47,4,2)
(47,5,5)
(48,1,4)
(48,2,5)
(48,3,4)
(48,4,3)
(48,5,2)
(49,1,4)
(49,2,5)
(49,3,4)
(49,4,5)
(49,5,4)
(50,1,3)
(50,2,4)
(50,3,3)
(50,4,5)
(50,5,1)
(51,1,5)
(51,2,1)
(51,3,3)
(51,4,3)
(51,5,1)
(52,1,4)
(52,2,4)
(52,3,4)
(52,4,3)
(52,5,5)
(53,1,3)
(53,2,5)
(53,3,5)
(53,4,3)
(53,5,4)
(54,1,3)
(54,2,5)
(54,3,2)
(54,4,5)
(54,5,2)
(55,1,1)
(55,2,4)
(55,3,5)
(55,4,5)
(55,5,2)
(56,1,5)
(56,2,3)
(56,3,3)
(56,4,5)
(56,5,5)
(57,1,1)
(57,2,4)
(57,3,2)
(57,4,2)
(57,5,2)
(58,1,5)
(58,2,5)
(58,3,4)
(58,4,4)
(58,5,5)
(59,1,4)
(59,2,3)
(59,3,2)
(59,4,4)
(59,5,2)
(60,1,3)
(60,2,2)
(60,3,3)
(60,4,3)
(60,5,5)
(61,1,2)
(61,2,2)
(61,3,3)
(61,4,3)
(61,5,2)
(62,1,3)
(62,2,5)
(62,3,1)
(62,4,3)
(62,5,1)
(63,1,3)
(63,2,3)
(63,3,4)
(63,4,2)
(63,5,3)
(64,1,3)
(64,2,5)
(64,3,4)
(64,4,2)
(64,5,2)
(65,1,2)
(65,2,5)
(65,3,2)
(65,4,1)
(65,5,2)
(66,1,4)
(66,2,4)
(66,3,4)
(66,4,1)
(66,5,2)
(67,1,5)
(67,2,2)
(67,3,3)
(67,4,2)
(67,5,1)
(68,1,2)
(68,2,5)
(68,3,5)
(68,4,5)
(68,5,1)
(69,1,2)
(69,2,2)
(69,3,2)
(69,4,5)
(69,5,3)
(70,1,4)
(70,2,5)
(70,3,1)
(70,4,5)
(70,5,1)
(71,1,4)
(71,2,4)
(71,3,4)
(71,4,1)
(71,5,3)
(72,1,3)
(72,2,3)
(72,3,5)
(72,4,4)
(72,5,5)
(73,1,3)
(73,2,5)
(73,3,1)
(73,4,3)
(73,5,2)
(74,1,3)
(74,2,4)
(74,3,2)
(74,4,4)
(74,5,2)
(75,1,5)
(75,2,1)
(75,3,1)
(75,4,5)
(75,5,1)
(76,1,1)
(76,2,1)
(76,3,1)
(76,4,3)
(76,5,4)
(77,1,5)
(77,2,4)
(77,3,4)
(77,4,3)
(77,5,4)
(78,1,5)
(78,2,3)
(78,3,2)
(78,4,4)
(78,5,2)
(79,1,2)
(79,2,3)
(79,3,4)
(79,4,4)
(79,5,1)
(80,1,1)
(80,2,2)
(80,3,4)
(80,4,3)
(80,5,5)
(81,1,5)
(81,2,2)
(81,3,1)
(81,4,3)
(81,5,4)
(82,1,2)
(82,2,3)
(82,3,2)
(82,4,5)
(82,5,3)
(83,1,3)
(83,2,2)
(83,3,1)
(83,4,1)
(83,5,5)
(84,1,4)
(84,2,1)
(84,3,5)
(84,4,4)
(84,5,4)
(85,1,5)
(85,2,1)
(85,3,3)
(85,4,3)
(85,5,3)
(86,1,1)
(86,2,4)
(86,3,1)
(86,4,3)
(86,5,4)
(87,1,3)
(87,2,4)
(87,3,2)
(87,4,4)
(87,5,2)
(88,1,1)
(88,2,2)
(88,3,2)
(88,4,2)
(88,5,4)
(89,1,3)
(89,2,3)
(89,3,2)
(89,4,5)
(89,5,5)
(90,1,2)
(90,2,4)
(90,3,4)
(90,4,5)
(90,5,5)
(91,1,2)
(91,2,1)
(91,3,4)
(91,4,1)
(91,5,1)
(92,1,2)
(92,2,5)
(92,3,3)
(92,4,3)
(92,5,5)
(93,1,3)
(93,2,1)
(93,3,5)
(93,4,4)
(93,5,3)
(94,1,2)
(94,2,2)
(94,3,3)
(94,4,2)
(94,5,1)
(95,1,1)
(95,2,2)
(95,3,1)
(95,4,4)
(95,5,5)
(96,1,5)
(96,2,5)
(96,3,4)
(96,4,5)
(96,5,4)
(97,1,2)
(97,2,5)
(97,3,1)
(97,4,4)
(97,5,2)
(98,1,2)
(98,2,2)
(98,3,1)
(98,4,3)
(98,5,5)
(99,1,2)
(99,2,3)
(99,3,4)
(99,4,4)
(99,5,3)
(100,1,5)
(100,2,5)
(100,3,4)
(100,4,2)
(100,5,4)
(101,1,1)
(101,2,3)
(101,3,4)
(101,4,4)
(101,5,2)
(102,1,4)
(102,2,5)
(102,3,1)
(102,4,1)
(102,5,5)
(103,1,3)
(103,2,3)
(103,3,5)
(103,4,4)
(103,5,5)
(104,1,2)
(104,2,1)
(104,3,2)
(104,4,3)
(104,5,3)
(105,1,5)
(105,2,3)
(105,3,3)
(105,4,5)
(105,5,2)
(106,1,4)
(106,2,5)
(106,3,4)
(106,4,2)
(106,5,3)
(107,1,1)
(107,2,5)
(107,3,3)
(107,4,2)
(107,5,5)
(108,1,3)
(108,2,2)
(108,3,1)
(108,4,3)
(108,5,1)
(109,1,1)
(109,2,3)
(109,3,2)
(109,4,2)
(109,5,4)
(110,1,5)
(110,2,2)
(110,3,5)
(110,4,5)
(110,5,2)
(111,1,4)
(111,2,4)
(111,3,5)
(111,4,4)
(111,5,4)
(112,1,4)
(112,2,2)
(112,3,2)
(112,4,1)
(112,5,3)
(113,1,4)
(113,2,2)
(113,3,3)
(113,4,2)
(113,5,2)
(114,1,4)
(114,2,5)
(114,3,5)
(114,4,2)
(114,5,2)
(115,1,5)
(115,2,2)
(115,3,5)
(115,4,4)
(115,5,1)
(116,1,5)
(116,2,4)
(116,3,3)
(116,4,2)
(116,5,1)
(117,1,2)
(117,2,2)
(117,3,4)
(117,4,5)
(117,5,2)
(118,1,4)
(118,2,5)
(118,3,3)
(118,4,1)
(118,5,5)
(119,1,3)
(119,2,1)
(119,3,5)
(119,4,4)
(119,5,1)
(120,1,5)
(120,2,1)
(120,3,1)
(120,4,5)
(120,5,4)
(121,1,2)
(121,2,3)
(121,3,4)
(121,4,1)
(121,5,4)
(122,1,4)
(122,2,3)
(122,3,3)
(122,4,2)
(122,5,1)
(123,1,2)
(123,2,5)
(123,3,2)
(123,4,2)
(123,5,2)
(124,1,1)
(124,2,3)
(124,3,5)
(124,4,5)
(124,5,4)
(125,1,2)
(125,2,2)
(125,3,4)
(125,4,5)
(125,5,5)
(126,1,1)
(126,2,3)
(126,3,1)
(126,4,2)
(126,5,5)
(127,1,1)
(127,2,1)
(127,3,3)
(127,4,2)
(127,5,2)
(128,1,4)
(128,2,5)
(128,3,4)
(128,4,3)
(128,5,4)
(129,1,2)
(129,2,4)
(129,3,4)
(129,4,4)
(129,5,2)
(130,1,2)
(130,2,1)
(130,3,4)
(130,4,3)
(130,5,2)
(131,1,4)
(131,2,2)
(131,3,5)
(131,4,5)
(131,5,5)
(132,1,2)
(132,2,2)
(132,3,5)
(132,4,3)
(132,5,3)
(133,1,4)
(133,2,5)
(133,3,3)
(133,4,4)
(133,5,3)
(134,1,5)
(134,2,5)
(134,3,1)
(134,4,1)
(134,5,2)
(135,1,4)
(135,2,1)
(135,3,5)
(135,4,4)
(135,5,1)
(136,1,5)
(136,2,5)
(136,3,5)
(136,4,3)
(136,5,3)
(137,1,1)
(137,2,3)
(137,3,3)
(137,4,1)
(137,5,3)
(138,1,3)
(138,2,1)
(138,3,4)
(138,4,1)
(138,5,2)
(139,1,3)
(139,2,2)
(139,3,4)
(139,4,2)
(139,5,1)
(140,1,5)
(140,2,4)
(140,3,4)
(140,4,4)
(140,5,4)
(141,1,5)
(141,2,3)
(141,3,1)
(141,4,2)
(141,5,5)
(142,1,1)
(142,2,2)
(142,3,5)
(142,4,5)
(142,5,2)
(143,1,5)
(143,2,1)
(143,3,3)
(143,4,3)
(143,5,3)
(144,1,1)
(144,2,3)
(144,3,4)
(144,4,5)
(144,5,2)
(145,1,2)
(145,2,2)
(145,3,2)
(145,4,1)
(145,5,1)
(146,1,3)
(146,2,2)
(146,3,5)
(146,4,3)
(146,5,5)
(147,1,5)
(147,2,3)
